Airline,Aircraft,FlightDuration,TravelMonth,IsInternational,SeatsEconomy,SeatsPremium,PitchEconomy,PitchPremium,WidthEconomy,WidthPremium,PriceEconomy,PricePremium,PriceRelative,SeatsTotal,FractionPremiumSeats,PitchDifference,WidthDifference
Delta,Boeing,2.06,Aug,Domestic,78,20,31,34,18,18,158,173,0.09,98,0.2,3,0
Delta,AirBus,2.26,Sep,Domestic,120,18,32,34,17,17,329,354,0.08,138,0.13,2,0
Delta,AirBus,2.55,Oct,Domestic,136,20,33,35,17,17,243,262,0.08,156,0.13,2,0
Delta,Boeing,2.55,Aug,Domestic,136,20,33,35,17,17,243,262,0.08,156,0.13,2,0
Delta,Boeing,2.33,Sep,Domestic,78,20,31,34,18,18,189,204,0.08,98,0.2,3,0
Delta,Boeing,4.63,Jul,Domestic,126,18,32,34,17,17,626,670,0.07,144,0.13,2,0
Delta,Boeing,2.86,Aug,Domestic,136,20,33,35,17,17,354,378,0.07,156,0.13,2,0
Delta,Boeing,2.06,Jul,Domestic,78,20,31,34,18,18,228,243,0.07,98,0.2,3,0
Delta,Boeing,2.01,Oct,Domestic,78,20,31,34,18,18,222,237,0.07,98,0.2,3,0
Delta,Boeing,2.33,Oct,Domestic,78,20,31,34,18,18,216,231,0.07,98,0.2,3,0
Delta,Boeing,4.51,Jul,Domestic,171,29,32,35,18,18,713,757,0.06,200,0.15,3,0
Delta,AirBus,1.81,Sep,Domestic,120,18,32,34,17,17,293,308,0.05,138,0.13,2,0
Delta,AirBus,1.83,Oct,Domestic,120,18,32,34,17,17,293,308,0.05,138,0.13,2,0
Delta,Boeing,1.57,Aug,Domestic,126,18,32,34,17,17,293,308,0.05,144,0.13,2,0
Delta,Boeing,2.5,Jul,Domestic,136,20,33,35,17,17,636,660,0.04,156,0.13,2,0
Delta,AirBus,1.8,Oct,Domestic,120,18,32,34,17,17,416,431,0.04,138,0.13,2,0
Delta,Boeing,1.75,Jul,Domestic,78,20,31,34,18,18,391,406,0.04,98,0.2,3,0
Delta,Boeing,1.57,Jul,Domestic,126,18,32,34,17,17,349,364,0.04,144,0.13,2,0
Delta,Boeing,2.3,Aug,Domestic,78,20,31,34,18,18,349,364,0.04,98,0.2,3,0
Delta,Boeing,2.3,Jul,Domestic,78,20,31,34,18,18,581,596,0.03,98,0.2,3,0
Jet,Boeing,3.25,Aug,International,124,16,30,40,17,21,167,483,1.89,140,0.11,10,4
Jet,Boeing,3.25,Sep,International,124,16,30,40,17,21,167,483,1.89,140,0.11,10,4
Jet,Boeing,3.25,Oct,International,124,16,30,40,17,21,167,483,1.89,140,0.11,10,4
Jet,Boeing,3.25,Jul,International,124,16,30,40,17,21,139,398,1.87,140,0.11,10,4
Jet,Boeing,5.66,Aug,International,162,8,30,40,17,21,201,545,1.71,170,0.05,10,4
Jet,Boeing,3.16,Jul,International,162,8,30,40,17,21,148,397,1.68,170,0.05,10,4
Jet,Boeing,3.16,Oct,International,162,8,30,40,17,21,148,397,1.68,170,0.05,10,4
Jet,Boeing,3.25,Oct,International,124,16,30,40,17,21,149,398,1.67,140,0.11,10,4
Jet,Boeing,4.16,Jul,International,124,16,30,40,17,21,197,520,1.64,140,0.11,10,4
Jet,Boeing,4.16,Oct,International,124,16,30,40,17,21,211,534,1.53,140,0.11,10,4
Jet,AirBus,9.5,Oct,International,147,21,32,38,18,19,336,841,1.5,168,0.13,6,1
Jet,Boeing,5.66,Jul,International,162,8,30,40,17,21,187,430,1.3,170,0.05,10,4
Jet,Boeing,5.66,Aug,International,162,8,30,40,17,21,187,430,1.3,170,0.05,10,4
Jet,Boeing,5.66,Sep,International,162,8,30,40,17,21,187,430,1.3,170,0.05,10,4
Jet,Boeing,5.66,Oct,International,162,8,30,40,17,21,187,430,1.3,170,0.05,10,4
Jet,Boeing,4.08,Aug,International,124,16,30,40,17,21,139,318,1.29,140,0.11,10,4
Jet,Boeing,4.25,Aug,International,17,21,30,40,17,21,156,354,1.27,38,0.55,10,4
Jet,Boeing,4.25,Sep,International,17,21,30,40,17,21,156,354,1.27,38,0.55,10,4
Jet,Boeing,4.25,Oct,International,17,21,30,40,17,21,156,354,1.27,38,0.55,10,4
Jet,Boeing,2.5,Jul,International,124,16,30,40,17,21,118,267,1.26,140,0.11,10,4
Jet,Boeing,2.5,Sep,International,124,16,30,40,17,21,118,267,1.26,140,0.11,10,4
Jet,Boeing,2.5,Oct,International,124,16,30,40,17,21,118,267,1.26,140,0.11,10,4
Jet,Boeing,5.66,Jul,International,162,8,30,40,17,21,245,545,1.22,170,0.05,10,4
Jet,Boeing,2.66,Jul,International,124,16,30,40,17,21,108,228,1.11,140,0.11,10,4
Jet,Boeing,2.66,Sep,International,124,16,30,40,17,21,108,228,1.11,140,0.11,10,4
Jet,Boeing,2.66,Oct,International,124,16,30,40,17,21,108,228,1.11,140,0.11,10,4
Jet,Boeing,4.16,Aug,International,124,16,30,40,17,21,297,620,1.09,140,0.11,10,4
Jet,Boeing,3.16,Aug,International,162,8,30,40,17,21,234,483,1.07,170,0.05,10,4
Jet,Boeing,3.25,Aug,International,124,16,30,40,17,21,234,483,1.06,140,0.11,10,4
Jet,Boeing,4.08,Sep,International,124,16,30,40,17,21,156,318,1.04,140,0.11,10,4
Jet,Boeing,4.16,Oct,International,124,16,30,40,17,21,156,318,1.04,140,0.11,10,4
Jet,AirBus,9.5,Aug,International,147,21,32,38,18,19,429,841,0.96,168,0.13,6,1
Jet,Boeing,4.16,Sep,International,124,16,30,40,17,21,324,620,0.91,140,0.11,10,4
Jet,AirBus,9.5,Jul,International,147,21,32,38,18,19,462,841,0.82,168,0.13,6,1
Jet,Boeing,2.5,Aug,International,124,16,30,40,17,21,147,267,0.81,140,0.11,10,4
Jet,Boeing,2.66,Aug,International,124,16,30,40,17,21,127,228,0.79,140,0.11,10,4
Jet,Boeing,2.58,Aug,International,162,8,30,40,17,21,172,304,0.77,170,0.05,10,4
Jet,Boeing,2.58,Sep,International,162,8,30,40,17,21,172,304,0.77,170,0.05,10,4
Jet,Boeing,2.58,Oct,International,162,8,30,40,17,21,172,304,0.77,170,0.05,10,4
Jet,Boeing,4.33,Jul,International,124,16,30,40,17,21,154,267,0.74,140,0.11,10,4
Jet,Boeing,4.33,Aug,International,124,16,30,40,17,21,154,267,0.74,140,0.11,10,4
Jet,Boeing,4.33,Sep,International,124,16,30,40,17,21,154,267,0.74,140,0.11,10,4
Jet,Boeing,4.33,Oct,International,124,16,30,40,17,21,154,267,0.74,140,0.11,10,4
Jet,Boeing,3.16,Sep,International,162,8,30,40,17,21,293,483,0.65,170,0.05,10,4
Jet,Boeing,4.25,Jul,International,17,21,30,40,17,21,215,354,0.65,38,0.55,10,4
Jet,Boeing,2.58,Jul,International,162,8,30,40,17,21,281,451,0.6,170,0.05,10,4
Jet,Boeing,2.58,Oct,International,162,8,30,40,17,21,295,464,0.58,170,0.05,10,4
Jet,Boeing,3.25,Sep,International,124,16,30,40,17,21,322,483,0.5,140,0.11,10,4
Jet,Boeing,3.08,Jul,International,138,28,30,40,17,21,354,524,0.48,166,0.17,10,4
Jet,Boeing,3.08,Aug,International,138,28,30,40,17,21,354,524,0.48,166,0.17,10,4
Jet,Boeing,3.08,Sep,International,138,28,30,40,17,21,354,524,0.48,166,0.17,10,4
Jet,Boeing,3.08,Oct,International,138,28,30,40,17,21,354,524,0.48,166,0.17,10,4
Jet,Boeing,2.58,Aug,International,162,8,30,40,17,21,380,550,0.45,170,0.05,10,4
Jet,Boeing,2.58,Sep,International,162,8,30,40,17,21,380,550,0.45,170,0.05,10,4
Jet,AirBus,8.91,Sep,International,147,21,32,38,18,19,557,789,0.42,168,0.13,6,1
Jet,AirBus,8.91,Oct,International,147,21,32,38,18,19,557,789,0.42,168,0.13,6,1
Jet,AirBus,9.5,Sep,International,147,21,32,38,18,19,661,928,0.4,168,0.13,6,1
Jet,AirBus,8.91,Aug,International,147,21,32,38,18,19,676,931,0.38,168,0.13,6,1
Jet,Boeing,3.25,Jul,International,162,8,30,40,17,21,505,696,0.38,170,0.05,10,4
Jet,Boeing,3.08,Aug,International,138,28,30,40,17,21,464,616,0.33,166,0.17,10,4
Jet,Boeing,3.08,Sep,International,138,28,30,40,17,21,464,616,0.33,166,0.17,10,4
Jet,Boeing,3.08,Oct,International,138,28,30,40,17,21,464,616,0.33,166,0.17,10,4
Jet,Boeing,3.08,Jul,International,138,28,30,40,17,21,489,616,0.26,166,0.17,10,4
Jet,Boeing,3.25,Jul,International,124,16,30,40,17,21,594,696,0.17,140,0.11,10,4
Jet,Boeing,2.58,Jul,International,162,8,30,40,17,21,510,569,0.12,170,0.05,10,4
Singapore,Boeing,13.91,Aug,International,184,28,32,38,19,20,794,1671,1.11,212,0.13,6,1
Singapore,AirBus,13.33,Jul,International,333,36,32,38,19,20,505,1004,0.99,369,0.1,6,1
Singapore,AirBus,13.33,Aug,International,333,36,32,38,19,20,505,1004,0.99,369,0.1,6,1
Singapore,AirBus,13.33,Sep,International,333,36,32,38,19,20,505,1004,0.99,369,0.1,6,1
Singapore,AirBus,13.33,Oct,International,333,36,32,38,19,20,505,1004,0.99,369,0.1,6,1
Singapore,AirBus,6.16,Jul,International,333,36,32,38,19,20,505,1004,0.99,369,0.1,6,1
Singapore,AirBus,6.16,Aug,International,333,36,32,38,19,20,505,1004,0.99,369,0.1,6,1
Singapore,AirBus,6.16,Sep,International,333,36,32,38,19,20,505,1004,0.99,369,0.1,6,1
Singapore,AirBus,6.16,Oct,International,333,36,32,38,19,20,505,1004,0.99,369,0.1,6,1
Singapore,Boeing,13.91,Sep,International,184,28,32,38,19,20,794,1452,0.83,212,0.13,6,1
Singapore,Boeing,13.91,Oct,International,184,28,32,38,19,20,794,1452,0.83,212,0.13,6,1
Singapore,Boeing,13.91,Jul,International,184,28,32,38,19,20,794,1408,0.77,212,0.13,6,1
Singapore,AirBus,12.66,Jul,International,333,36,32,38,19,20,690,1110,0.61,369,0.1,6,1
Singapore,AirBus,12.66,Aug,International,333,36,32,38,19,20,690,1110,0.61,369,0.1,6,1
Singapore,AirBus,12.66,Sep,International,333,36,32,38,19,20,690,1110,0.61,369,0.1,6,1
Singapore,AirBus,12.66,Oct,International,333,36,32,38,19,20,690,1110,0.61,369,0.1,6,1
Singapore,AirBus,6.5,Jul,International,333,36,32,38,19,20,690,1110,0.61,369,0.1,6,1
Singapore,AirBus,6.5,Aug,International,333,36,32,38,19,20,690,1110,0.61,369,0.1,6,1
Singapore,AirBus,6.5,Sep,International,333,36,32,38,19,20,690,1110,0.61,369,0.1,6,1
Singapore,AirBus,6.5,Oct,International,333,36,32,38,19,20,690,1110,0.61,369,0.1,6,1
Singapore,Boeing,12.41,Aug,International,184,28,32,38,19,20,1215,1947,0.6,212,0.13,6,1
Singapore,Boeing,12.41,Sep,International,184,28,32,38,19,20,1215,1947,0.6,212,0.13,6,1
Singapore,Boeing,12.41,Oct,International,184,28,32,38,19,20,1215,1947,0.6,212,0.13,6,1
Singapore,Boeing,10.83,Jul,International,184,28,32,38,19,20,876,1356,0.55,212,0.13,6,1
Singapore,Boeing,10.83,Aug,International,184,28,32,38,19,20,609,900,0.48,212,0.13,6,1
Singapore,Boeing,10.83,Sep,International,184,28,32,38,19,20,609,900,0.48,212,0.13,6,1
Singapore,Boeing,14.66,Aug,International,184,28,32,38,19,20,1406,1584,0.13,212,0.13,6,1
Singapore,Boeing,14.66,Sep,International,184,28,32,38,19,20,1406,1584,0.13,212,0.13,6,1
Singapore,Boeing,14.66,Oct,International,184,28,32,38,19,20,1406,1584,0.13,212,0.13,6,1
Singapore,Boeing,9.66,Aug,International,184,28,32,38,19,20,1247,1407,0.13,212,0.13,6,1
Singapore,Boeing,9.66,Sep,International,184,28,32,38,19,20,1247,1407,0.13,212,0.13,6,1
Singapore,Boeing,9.66,Oct,International,184,28,32,38,19,20,1247,1407,0.13,212,0.13,6,1
Singapore,Boeing,3.83,Jul,International,184,28,32,38,19,20,563,619,0.1,212,0.13,6,1
Singapore,Boeing,3.83,Aug,International,184,28,32,38,19,20,563,619,0.1,212,0.13,6,1
Singapore,Boeing,3.83,Sep,International,184,28,32,38,19,20,563,619,0.1,212,0.13,6,1
Singapore,Boeing,3.83,Oct,International,184,28,32,38,19,20,563,619,0.1,212,0.13,6,1
Singapore,Boeing,12.75,Aug,International,184,28,32,38,19,20,1431,1564,0.09,212,0.13,6,1
Singapore,Boeing,12.75,Sep,International,184,28,32,38,19,20,1431,1564,0.09,212,0.13,6,1
Singapore,Boeing,12.75,Oct,International,184,28,32,38,19,20,1431,1564,0.09,212,0.13,6,1
Singapore,Boeing,12.75,Jul,International,184,28,32,38,19,20,1431,1564,0.09,212,0.13,6,1
Virgin,Boeing,11.25,Jul,International,198,35,31,38,18,21,574,1619,1.82,233,0.15,7,3
Virgin,Boeing,11.25,Aug,International,198,35,31,38,18,21,574,1619,1.82,233,0.15,7,3
Virgin,Boeing,11.25,Sep,International,198,35,31,38,18,21,574,1619,1.82,233,0.15,7,3
Virgin,Boeing,11.25,Oct,International,198,35,31,38,18,21,574,1619,1.82,233,0.15,7,3
Virgin,Boeing,12.08,Aug,International,198,35,31,38,18,21,1086,2964,1.73,233,0.15,7,3
Virgin,Boeing,12.08,Sep,International,198,35,31,38,18,21,1086,2964,1.73,233,0.15,7,3
Virgin,Boeing,12.08,Oct,International,198,35,31,38,18,21,1086,2964,1.73,233,0.15,7,3
Virgin,Boeing,12.08,Jul,International,198,35,31,38,18,21,1247,2964,1.38,233,0.15,7,3
Virgin,AirBus,6.91,Jul,International,233,38,31,38,18,21,1434,2982,1.08,271,0.14,7,3
Virgin,AirBus,6.91,Aug,International,233,38,31,38,18,21,1434,2982,1.08,271,0.14,7,3
Virgin,AirBus,6.91,Sep,International,233,38,31,38,18,21,1434,2982,1.08,271,0.14,7,3
Virgin,AirBus,6.91,Oct,International,233,38,31,38,18,21,1434,2982,1.08,271,0.14,7,3
Virgin,AirBus,6.58,Jul,International,233,38,31,38,18,21,1476,2997,1.03,271,0.14,7,3
Virgin,AirBus,6.58,Aug,International,233,38,31,38,18,21,1476,2997,1.03,271,0.14,7,3
Virgin,AirBus,6.58,Sep,International,233,38,31,38,18,21,1476,2997,1.03,271,0.14,7,3
Virgin,AirBus,6.58,Oct,International,233,38,31,38,18,21,1476,2997,1.03,271,0.14,7,3
Virgin,Boeing,9.91,Jul,International,375,66,31,38,18,21,1781,3509,0.97,441,0.15,7,3
Virgin,Boeing,9.91,Aug,International,375,66,31,38,18,21,1781,3509,0.97,441,0.15,7,3
Virgin,Boeing,9.91,Sep,International,375,66,31,38,18,21,1781,3509,0.97,441,0.15,7,3
Virgin,Boeing,9.91,Oct,International,375,66,31,38,18,21,1781,3509,0.97,441,0.15,7,3
Virgin,Boeing,10.83,Jul,International,198,35,31,38,18,21,1580,3019,0.91,233,0.15,7,3
Virgin,Boeing,10.83,Aug,International,198,35,31,38,18,21,1580,3019,0.91,233,0.15,7,3
Virgin,Boeing,10.83,Sep,International,198,35,31,38,18,21,1580,3019,0.91,233,0.15,7,3
Virgin,Boeing,10.83,Oct,International,198,35,31,38,18,21,1580,3019,0.91,233,0.15,7,3
Virgin,AirBus,10.41,Jul,International,233,38,31,38,18,21,1903,3509,0.84,271,0.14,7,3
Virgin,AirBus,10.41,Aug,International,233,38,31,38,18,21,1903,3509,0.84,271,0.14,7,3
Virgin,AirBus,10.41,Sep,International,233,38,31,38,18,21,1903,3509,0.84,271,0.14,7,3
Virgin,Boeing,10.41,Oct,International,198,35,31,38,18,21,1903,3509,0.84,233,0.15,7,3
Virgin,AirBus,8,Jul,International,185,48,31,38,18,21,1813,3128,0.73,233,0.21,7,3
Virgin,AirBus,8,Aug,International,185,48,31,38,18,21,1813,3128,0.73,233,0.21,7,3
Virgin,AirBus,8,Sep,International,185,48,31,38,18,21,1813,3128,0.73,233,0.21,7,3
Virgin,AirBus,8,Oct,International,185,48,31,38,18,21,1813,3128,0.73,233,0.21,7,3
Virgin,Boeing,12.58,Aug,International,198,35,31,38,18,21,1096,1710,0.56,233,0.15,7,3
Virgin,Boeing,10.75,Jul,International,375,66,31,38,18,21,2445,3694,0.51,441,0.15,7,3
Virgin,Boeing,10.75,Aug,International,375,66,31,38,18,21,2445,3694,0.51,441,0.15,7,3
Virgin,Boeing,10.75,Sep,International,375,66,31,38,18,21,2445,3694,0.51,441,0.15,7,3
Virgin,Boeing,10.75,Oct,International,375,66,31,38,18,21,2445,3694,0.51,441,0.15,7,3
Virgin,Boeing,12.58,Oct,International,198,35,31,38,18,21,975,1465,0.5,233,0.15,7,3
Virgin,AirBus,11.33,Aug,International,233,38,31,38,18,21,2369,3540,0.49,271,0.14,7,3
Virgin,AirBus,11.33,Sep,International,233,38,31,38,18,21,2369,3540,0.49,271,0.14,7,3
Virgin,Boeing,11.33,Oct,International,198,35,31,38,18,21,2369,3540,0.49,233,0.15,7,3
Virgin,AirBus,7.41,Jul,International,233,38,31,38,18,21,1767,2499,0.41,271,0.14,7,3
Virgin,AirBus,7.41,Aug,International,233,38,31,38,18,21,1767,2499,0.41,271,0.14,7,3
Virgin,AirBus,7.41,Sep,International,233,38,31,38,18,21,1767,2499,0.41,271,0.14,7,3
Virgin,AirBus,7.41,Oct,International,233,38,31,38,18,21,1767,2499,0.41,271,0.14,7,3
Virgin,Boeing,7.66,Jul,International,198,35,31,38,18,21,1811,2531,0.4,233,0.15,7,3
Virgin,Boeing,7.66,Aug,International,198,35,31,38,18,21,1811,2531,0.4,233,0.15,7,3
Virgin,Boeing,7.66,Sep,International,198,35,31,38,18,21,1811,2531,0.4,233,0.15,7,3
Virgin,Boeing,7.66,Oct,International,198,35,31,38,18,21,1811,2531,0.4,233,0.15,7,3
Virgin,AirBus,8.83,Jul,International,185,48,31,38,18,21,2052,2856,0.39,233,0.21,7,3
Virgin,AirBus,8.83,Aug,International,185,48,31,38,18,21,2052,2856,0.39,233,0.21,7,3
Virgin,AirBus,8.83,Sep,International,185,48,31,38,18,21,2052,2856,0.39,233,0.21,7,3
Virgin,AirBus,8.83,Oct,International,185,48,31,38,18,21,2052,2856,0.39,233,0.21,7,3
Virgin,AirBus,7.08,Jul,International,233,38,31,38,18,21,1919,2409,0.26,271,0.14,7,3
Virgin,AirBus,7.08,Aug,International,185,48,31,38,18,21,1919,2409,0.26,233,0.21,7,3
Virgin,AirBus,7.08,Sep,International,185,48,31,38,18,21,1919,2409,0.26,233,0.21,7,3
Virgin,AirBus,7.08,Oct,International,185,48,31,38,18,21,1919,2409,0.26,233,0.21,7,3
Virgin,Boeing,12.58,Sep,International,198,35,31,38,18,21,1356,1710,0.26,233,0.15,7,3
Virgin,AirBus,7.75,Jul,International,233,38,31,38,18,21,540,594,0.1,271,0.14,7,3
Virgin,AirBus,7.75,Aug,International,185,48,31,38,18,21,540,594,0.1,233,0.21,7,3
Virgin,AirBus,7.75,Sep,International,233,38,31,38,18,21,540,594,0.1,271,0.14,7,3
Virgin,AirBus,7.75,Oct,International,233,38,31,38,18,21,540,594,0.1,271,0.14,7,3
